Age,Reliability,Children,Income,Evidence of active listening,Yearly_equip_failure,Contract,Techie,Churn
72,4,2,8803.4,4,2,1,0,0
34,3,1,76063.08,5,1,2,0,0
45,2,1,50159.71,2,1,0,0,0
31,4,0,29467.49,4,0,2,0,0
20,4,1,28790.92,3,0,2,1,0
80,4,3,44485.5,3,2,2,0,0
77,3,6,40939.24,3,1,2,0,1
44,4,1,61142.96,2,0,1,0,1
73,3,8,72734.86,4,2,0,0,1
45,3,1,74948.35,4,1,0,0,1
53,3,1,45693.25,4,0,1,0,1
20,4,3,25686.47,3,0,2,0,0
85,2,4,3640.46,5,0,1,0,0
28,3,3,68631.52,2,2,2,0,0
68,3,3,55306.54,3,0,2,0,0
18,3,7,32058.65,2,0,1,0,1
82,4,8,98366.83,4,0,2,0,0
28,4,0,10533.21,2,1,1,0,1
29,3,0,68487.6,3,0,0,0,1
54,3,1,10879.84,6,0,1,0,0
67,3,4,29149.35,4,0,2,0,0
28,4,0,20185.24,3,0,1,0,0
84,5,1,43121.53,4,1,1,0,0
68,4,1,53952.59,3,0,2,0,1
34,5,0,37794.12,7,1,1,0,1
21,5,1,101907.8,2,1,1,0,1
44,3,1,24218.05,3,1,1,0,0
54,3,0,32075.69,3,0,1,1,1
30,5,0,12429.48,4,2,2,0,0
48,3,0,39939.55,3,1,2,0,0
51,3,1,34531.07,4,0,1,0,1
60,5,4,14646.58,5,0,1,0,1
50,4,0,630.24,4,0,0,0,0
87,3,2,48476.58,4,1,0,0,1
44,3,1,7591.68,1,0,2,1,0
82,2,1,9829.71,2,0,1,0,0
29,3,2,6923.8,2,1,2,0,0
23,2,3,99291.94,4,0,1,0,0
44,2,4,18610.56,2,0,1,1,0
68,4,1,22745.33,1,1,1,0,0
75,4,2,14987.31,5,0,0,0,1
31,2,2,54531.53,3,0,1,0,1
78,2,4,22067.94,3,0,2,0,0
64,3,0,10440.87,2,0,2,0,0
46,1,4,38257.1,4,0,1,0,0
23,4,1,8626.93,3,0,1,0,0
77,4,1,41169.69,3,1,1,0,1
63,2,3,51251.22,2,0,0,0,0
32,3,0,53267.14,2,0,1,0,0
42,5,0,47320.46,4,1,2,0,0
46,3,1,67172.04,2,1,0,0,0
55,6,3,15872.85,4,0,1,1,1
60,4,1,26385.01,1,0,2,1,0
36,4,1,30575.77,7,0,1,0,1
49,1,0,127881.0,4,0,2,0,0
26,3,2,52199.89,4,0,1,0,0
32,4,4,44236.12,3,0,0,0,0
67,4,5,48112.75,3,0,1,0,0
67,4,8,16944.5,3,1,1,0,1
36,2,1,60384.01,4,1,2,1,0
68,3,1,116572.3,4,0,1,0,1
67,4,3,10516.36,5,1,0,0,1
67,4,2,41867.94,5,1,2,0,0
52,4,0,16827.22,4,0,1,1,1
77,5,2,86877.95,5,1,1,0,1
36,2,1,45268.54,3,2,1,0,1
48,2,1,60555.18,3,1,1,0,1
25,4,0,21951.91,2,0,1,0,1
63,2,3,15468.51,4,0,1,0,0
19,2,1,10120.05,5,0,1,1,1
39,2,0,2715.32,3,1,2,0,0
44,3,4,100861.7,4,1,2,0,0
47,4,2,27938.89,4,1,2,0,0
71,4,0,41676.3,4,1,1,1,1
19,4,8,48821.75,4,0,0,0,0
70,3,8,29246.74,4,2,2,0,0
72,5,1,61915.61,5,0,1,0,1
34,4,5,115414.9,4,1,1,0,1
76,4,4,38228.16,4,0,1,0,1
30,2,3,17492.71,3,0,1,0,1
60,3,1,19410.35,2,0,1,0,1
59,4,4,4425.26,3,0,0,0,0
60,5,0,13909.89,5,0,1,0,1
55,5,1,53954.51,3,0,2,0,0
36,4,0,65731.64,6,0,1,0,0
57,4,0,13929.56,4,0,2,0,1
49,4,1,41181.43,4,0,1,0,1
83,5,1,30997.05,4,0,1,0,1
77,4,5,53235.48,4,0,1,0,1
29,2,3,34098.95,3,0,2,0,0
62,3,1,38302.75,3,1,1,0,1
84,1,1,34604.65,2,0,1,0,1
44,4,3,23646.52,6,0,1,0,1
37,3,3,101807.8,4,2,1,0,1
19,4,7,48531.85,3,0,2,0,1
78,3,5,103435.7,4,0,1,0,1
83,5,4,7521.18,2,0,1,0,1
41,4,4,6740.05,4,0,0,0,0
23,2,2,78026.55,4,0,1,1,1
53,5,3,9790.18,4,1,1,1,1
67,4,4,40978.57,4,0,2,0,1
88,4,0,83234.64,4,2,0,0,0
77,5,2,29681.02,4,0,1,0,0
43,5,1,66031.23,6,1,2,0,0
73,3,1,146782.3,3,0,2,0,0
45,5,3,31486.98,4,0,0,1,0
57,4,3,21482.85,5,0,1,0,0
36,4,4,42345.0,3,0,1,0,1
69,4,0,40134.85,3,1,1,1,1
30,3,8,54713.59,3,1,1,0,0
44,3,3,68269.35,4,0,1,0,1
25,4,0,22823.11,4,1,1,0,1
31,3,3,61362.22,4,1,1,1,1
64,3,1,36887.34,2,0,0,0,1
48,2,3,50354.57,3,0,0,0,0
31,6,4,14048.76,6,1,2,0,1
22,3,0,67252.64,3,0,1,0,1
57,3,1,35925.24,4,0,1,0,1
23,5,1,25895.26,3,0,1,0,0
52,4,1,31637.52,6,0,0,0,1
69,4,3,84810.48,3,0,2,0,0
61,3,3,18708.42,2,0,2,0,0
84,4,1,68822.79,3,0,1,0,1
54,3,6,64945.46,4,0,1,1,1
67,1,0,50160.82,4,0,1,1,1
40,3,1,22622.48,5,0,2,0,1
37,4,8,53358.81,3,2,1,0,1
29,3,1,30303.35,3,0,2,0,1
23,3,2,27135.0,3,0,2,0,0
36,5,1,21345.51,3,1,1,0,0
76,2,8,22626.3,3,0,1,0,1
87,4,1,36532.31,2,0,1,0,1
51,2,1,42912.49,3,1,1,0,0
25,4,1,4855.88,4,1,0,1,0
40,3,0,30543.93,5,0,0,0,0
30,5,8,19284.89,3,0,1,0,1
19,2,4,44107.0,5,0,2,0,0
21,4,2,32849.77,5,0,1,0,0
65,5,0,4795.94,3,0,1,1,1
51,5,0,44034.11,4,0,1,1,1
86,5,1,55836.3,3,0,2,0,1
52,4,1,7321.37,3,0,0,0,1
68,2,1,70673.64,4,1,1,0,0
89,3,1,62998.7,2,1,1,0,1
18,4,0,60751.35,4,0,2,1,1
33,5,2,26284.13,4,0,1,0,1
58,3,3,64117.45,5,0,1,0,0
65,4,3,23691.5,3,1,2,1,1
86,6,1,17274.61,4,1,1,0,1
80,4,0,52089.36,4,1,2,0,0
86,4,1,44186.7,4,1,2,0,1
44,3,0,102090.5,4,0,1,0,1
45,3,8,39569.58,3,0,1,0,0
53,4,0,4033.46,3,2,1,0,1
35,5,2,11970.69,4,1,1,0,1
60,3,0,18205.32,4,1,1,0,1
71,6,2,26012.53,3,1,1,0,0
70,4,0,27386.37,5,1,2,0,0
46,4,0,24728.28,3,1,2,0,0
64,3,1,47079.18,3,0,1,0,1
44,3,10,38310.04,3,1,2,0,0
21,3,6,35022.32,3,0,2,0,0
26,3,3,27252.38,4,0,1,0,1
75,5,0,72603.49,3,1,1,0,0
81,4,0,1179.53,1,0,1,0,1
27,1,4,78989.36,3,1,1,1,1
75,4,4,36649.03,8,0,0,0,0
19,4,4,65762.88,2,0,0,0,0
47,4,1,42200.98,4,0,2,0,0
81,5,0,3456.77,3,0,1,0,1
43,5,1,9011.25,3,0,1,1,1
83,4,0,104548.7,5,1,1,1,1
22,3,0,36224.99,3,0,0,0,0
59,3,1,52409.75,3,2,1,1,1
81,3,4,42530.46,2,0,1,0,1
81,3,0,25761.05,4,0,2,0,1
26,3,2,61145.59,3,1,0,0,0
67,3,1,91825.37,4,0,2,1,0
19,1,3,44080.0,4,0,1,0,0
24,4,1,18445.73,4,0,1,0,1
82,2,9,30801.14,4,1,1,0,0
26,4,1,45814.19,3,0,0,1,0
80,4,0,49276.44,2,1,0,0,0
89,4,1,98189.95,5,0,1,0,1
19,4,8,24364.42,4,0,1,0,1
20,4,6,18199.63,2,0,1,0,1
60,5,2,38683.31,2,1,2,0,0
86,2,1,18593.16,5,1,0,0,0
35,4,2,21302.74,3,0,0,0,0
47,2,3,16752.3,2,0,1,0,1
41,4,10,11359.36,3,0,2,0,0
41,3,0,75769.12,4,0,1,0,0
40,3,0,51427.43,5,0,1,0,0
28,4,1,65499.28,3,0,0,0,0
40,4,2,38914.87,3,1,2,0,0
60,3,7,44522.71,4,0,1,1,0
61,3,1,13622.45,4,0,1,0,1
70,6,3,26894.86,4,0,2,0,1
39,4,0,33598.53,3,0,2,0,0
32,3,1,4032.31,5,0,2,0,0
28,3,0,32731.53,3,0,2,1,1
29,3,2,33578.92,3,0,2,1,0
83,4,0,58563.96,2,0,1,0,0
73,1,3,60432.79,2,0,2,0,0
33,2,2,9774.33,5,2,2,0,0
46,4,3,60537.01,3,0,1,0,1
66,3,0,72382.94,3,0,1,0,1
45,3,3,24324.5,3,0,2,0,1
33,3,4,37615.69,5,1,2,0,0
24,5,2,36024.36,4,0,1,1,1
49,4,6,11247.19,3,0,0,0,0
59,4,0,8233.96,3,2,1,0,1
19,2,1,48228.96,3,1,1,0,1
70,3,4,16662.12,4,0,0,0,1
48,3,2,35433.48,5,0,2,0,0
74,3,4,34422.88,3,1,1,0,1
32,5,4,25712.78,3,0,0,1,0
52,4,0,70459.21,4,2,2,0,1
58,3,0,33109.91,5,1,0,0,0
44,4,0,18086.0,3,0,1,0,0
83,3,4,43598.48,5,2,1,0,0
76,3,2,1476.14,4,0,0,1,0
81,4,1,52085.92,2,0,1,0,1
66,3,0,24165.59,4,0,1,1,1
28,3,2,21391.97,5,1,0,0,1
83,2,0,52417.3,3,0,1,0,0
60,4,5,44650.63,2,0,1,0,1
18,6,1,36555.15,5,1,1,0,0
63,4,4,38794.93,3,1,0,0,0
57,2,2,45161.45,3,1,1,0,1
48,4,1,6975.47,3,0,0,0,0
47,4,1,49799.5,3,0,1,0,1
77,4,3,18868.46,4,0,0,0,0
77,2,8,80750.15,5,0,1,0,1
71,3,0,5846.29,3,0,1,0,0
74,2,3,18527.27,4,1,1,0,0
39,4,0,15635.66,3,0,1,0,1
45,3,0,12233.26,3,0,1,1,0
23,2,2,33976.92,2,0,1,1,1
33,2,0,6288.9,2,0,0,1,0
78,4,1,11520.48,4,0,1,1,1
64,4,5,16359.9,3,0,1,0,0
62,4,2,33860.71,3,0,1,1,1
26,6,3,41037.45,3,0,1,0,1
25,4,1,32479.8,2,0,2,1,0
63,2,4,39653.8,4,0,2,0,0
21,2,2,11075.25,3,0,1,0,1
62,4,3,17947.55,5,0,2,0,0
74,4,3,20698.04,2,1,0,0,0
22,3,3,3109.66,2,0,2,0,1
26,4,4,16592.25,5,0,2,0,0
86,3,1,43824.26,4,0,1,0,1
18,4,0,81110.33,4,0,1,0,1
79,4,2,14493.59,5,0,1,1,1
81,4,8,50836.65,4,3,1,0,1
78,4,0,79369.7,5,0,2,1,0
18,4,1,2995.33,4,1,0,0,1
57,6,1,6707.83,4,1,0,0,0
51,5,1,12076.88,4,0,1,0,0
35,4,3,81564.77,4,0,1,0,0
25,3,2,28965.25,5,0,1,1,0
57,6,0,44819.67,4,1,0,0,0
82,3,0,29906.71,2,0,1,0,1
29,4,2,14406.17,3,1,1,0,0
58,3,0,46986.55,3,1,2,1,0
60,7,0,20029.65,4,0,1,0,0
85,4,10,64074.31,3,0,0,0,1
74,4,2,26838.78,4,0,1,0,1
21,2,4,66758.56,3,0,0,0,1
67,4,0,91903.25,3,0,1,0,0
43,2,0,41398.21,3,0,2,0,0
46,3,1,53245.7,5,1,1,0,1
26,4,1,7011.67,2,0,1,0,0
47,3,0,19387.14,4,0,1,0,0
86,1,5,18450.35,3,0,1,0,0
26,3,3,113438.3,2,0,1,1,1
32,2,0,34247.55,3,0,1,1,1
81,2,0,34411.96,4,0,0,0,0
48,4,2,28861.44,5,0,2,0,1
43,5,2,31221.21,4,0,0,0,1
83,5,2,63900.46,3,0,2,0,0
85,2,1,7514.44,3,0,1,0,0
38,3,3,22570.85,3,0,1,0,1
67,5,0,1980.3,6,0,1,0,1
55,2,1,50428.1,4,1,0,0,1
53,4,2,34994.57,4,1,1,1,1
52,3,3,63289.55,2,0,1,0,0
63,4,3,55474.66,3,1,2,0,0
29,3,3,20821.39,5,1,1,0,1
81,4,0,2991.27,5,0,0,1,1
82,2,1,22935.07,4,0,0,1,0
83,3,0,46635.98,3,2,1,0,1
68,2,1,54639.21,2,1,1,1,1
53,4,3,11926.59,4,0,2,0,1
49,3,3,46256.13,4,1,1,0,1
33,2,0,56003.0,4,0,1,0,1
49,4,1,6754.78,4,0,0,0,0
43,5,6,38691.98,4,0,2,0,1
69,3,4,14924.39,2,0,1,0,1
19,5,2,18088.03,2,0,1,1,1
87,4,2,20648.53,4,0,1,0,0
22,5,3,34628.88,5,1,0,0,0
70,3,1,54250.18,4,1,0,0,0
80,4,4,111971.9,4,1,1,0,1
60,4,3,34515.01,5,0,1,0,1
58,4,0,9352.62,3,1,2,0,0
32,4,1,27727.0,4,1,0,0,0
40,3,1,26064.31,2,0,1,0,1
47,4,0,49233.98,2,1,1,0,1
73,2,2,12610.41,5,0,1,0,1
40,3,4,37475.72,3,0,1,0,1
74,4,0,23302.39,4,0,2,0,0
46,3,0,23511.45,4,0,2,1,0
60,4,1,59560.13,5,0,0,0,1
56,4,1,25996.36,4,1,0,0,0
55,5,1,13814.44,5,0,2,0,0
25,3,0,39681.63,2,3,1,0,1
82,3,0,47185.23,1,0,1,0,1
51,4,0,13564.03,5,0,1,0,0
30,5,0,15693.82,3,0,1,0,0
83,4,1,137119.7,3,1,0,0,0
63,3,2,37749.42,3,0,1,0,1
71,3,0,24002.4,3,1,1,1,1
38,3,2,17758.1,5,0,1,0,1
32,2,6,31534.3,4,0,1,0,1
32,4,0,5365.64,2,0,1,1,0
40,3,2,10986.24,5,0,1,0,0
45,3,2,4280.65,5,1,2,0,0
51,3,0,10684.8,3,1,0,0,0
30,3,1,40410.46,3,0,1,1,1
42,4,5,47987.84,3,0,1,0,1
75,4,4,59885.19,1,0,0,0,0
82,2,4,60271.58,4,0,2,0,1
64,4,10,143972.7,2,0,1,0,1
66,2,1,81586.06,5,0,1,0,1
55,3,0,34844.99,4,0,1,1,0
86,2,2,143217.5,4,0,0,0,0
49,3,4,64697.57,3,0,2,0,0
68,6,7,15053.56,5,1,2,1,0
23,3,1,116086.2,4,0,2,1,0
50,2,2,49782.7,4,1,2,0,0
53,4,3,134691.3,4,0,1,0,0
85,2,2,15715.88,3,1,1,0,1
68,4,3,34688.33,4,0,2,0,0
80,4,3,29367.86,5,0,1,0,1
27,4,1,23438.89,2,0,1,0,1
62,3,0,24908.78,2,0,1,0,1
29,4,0,38009.71,7,1,1,0,1
40,5,4,27403.44,3,0,1,0,1
67,4,0,11720.58,4,1,0,0,0
66,2,2,49271.35,3,1,1,0,1
36,2,3,64284.53,3,0,2,0,1
24,5,3,46676.42,4,0,1,1,1
89,3,3,9532.02,2,1,1,0,0
89,3,4,14428.38,2,0,2,0,1
32,4,0,90075.68,3,3,1,1,1
82,6,2,38069.49,4,0,2,0,0
55,3,1,10263.33,3,0,2,0,0
19,3,0,43839.96,3,0,1,1,1
47,3,2,38886.05,4,0,1,0,1
48,2,0,26524.78,4,0,1,0,1
72,5,0,64719.02,5,0,2,0,0
67,3,1,31935.51,2,0,1,1,1
57,4,3,47060.9,4,2,2,1,0
84,3,0,23031.18,3,0,1,0,0
72,4,2,7079.02,2,0,2,0,0
36,3,2,38883.92,4,0,1,0,1
44,3,1,23066.29,2,0,1,1,0
65,3,8,30013.52,3,1,2,0,0
58,1,1,37869.23,1,1,1,0,0
28,3,1,57329.53,2,0,1,0,1
37,4,2,8408.2,4,0,2,1,0
26,4,0,56488.39,5,0,1,0,1
67,4,1,30806.08,4,0,1,0,0
30,3,3,12245.9,3,2,1,0,1
20,5,1,77894.5,3,0,2,0,0
39,3,3,65472.96,3,0,1,0,1
78,5,3,21708.36,4,0,2,0,0
79,5,2,5523.04,5,0,0,1,0
83,2,3,6377.91,2,0,0,0,1
83,3,0,31299.73,4,0,0,0,0
54,2,2,25584.35,2,1,1,0,1
34,4,0,56693.87,5,1,0,0,0
76,4,1,24729.42,1,0,2,0,0
59,4,3,7614.82,5,0,1,0,1
73,5,1,26231.41,3,1,0,0,0
63,3,2,37853.52,5,1,1,0,1
64,4,7,58347.69,6,0,1,0,0
30,5,0,58912.81,5,1,1,0,0
74,4,3,6703.29,3,0,1,0,0
59,5,0,8549.54,5,1,2,0,1
19,4,4,4200.47,5,1,0,1,1
60,3,4,3850.53,3,0,2,0,0
35,4,1,18575.29,3,1,2,1,0
54,3,0,39012.26,3,0,1,0,0
70,5,1,27755.77,3,0,1,1,1
68,5,1,98298.22,3,0,1,0,0
23,4,0,32253.8,4,0,1,0,1
23,3,2,47956.52,3,0,1,0,1
72,3,0,35534.12,3,0,1,0,1
50,4,0,46804.82,4,0,0,0,0
31,3,2,57226.99,3,1,1,0,0
43,3,3,34508.61,5,0,1,0,1
18,4,10,43660.61,6,0,1,1,1
25,3,1,8461.71,3,0,2,0,0
65,4,2,15264.99,3,2,1,0,1
61,3,2,78456.37,3,0,0,1,1
87,3,0,26944.14,3,0,0,0,0
62,4,2,28435.83,3,0,0,0,0
89,4,4,64651.67,4,0,0,0,0
25,4,1,21196.66,4,1,0,0,1
61,4,7,41959.76,5,0,0,0,1
28,5,2,29743.38,4,0,0,0,0
76,5,1,62190.11,5,0,1,0,0
34,5,1,27766.98,4,1,1,1,1
23,3,1,30756.71,1,1,1,0,0
24,4,1,55663.41,4,0,1,0,1
54,3,3,79846.9,3,0,1,0,1
69,4,2,27643.15,2,0,1,0,1
80,3,2,44078.45,1,0,1,0,1
30,4,2,64027.82,4,0,1,0,1
54,4,4,8996.2,6,0,2,0,0
35,5,1,19510.49,4,0,1,1,1
26,4,7,43467.62,3,0,1,0,1
19,5,0,59419.82,1,1,0,1,1
73,3,1,35143.78,4,0,1,0,1
29,2,1,50968.3,4,0,2,1,0
57,5,0,35587.78,2,0,1,0,1
82,4,3,46121.72,4,0,1,1,1
32,3,9,108839.1,3,0,0,0,0
71,4,1,18975.18,3,0,1,0,0
22,3,6,53008.8,4,1,0,1,0
26,3,4,76411.65,2,0,1,1,1
76,4,1,21542.79,4,1,1,0,1
28,5,2,24072.56,4,0,2,0,0
24,4,1,54215.89,3,0,1,0,1
55,5,3,45830.71,4,0,0,0,0
79,4,3,20415.05,3,0,1,0,1
76,5,1,28911.98,4,0,1,0,1
55,3,0,32193.76,4,0,1,0,1
73,3,3,22663.77,4,0,1,0,0
79,3,3,43925.68,4,0,1,0,1
78,2,2,18521.02,3,0,2,0,0
23,3,0,68335.57,3,0,2,0,0
49,4,6,48414.97,5,0,1,0,0
32,2,0,16170.08,4,1,0,0,0
41,4,0,58940.98,3,1,1,0,1
30,4,2,19498.34,6,1,1,0,0
37,2,1,69988.77,3,2,2,0,0
72,4,1,37908.68,2,2,1,0,1
55,5,2,21594.91,3,1,1,0,1
56,3,1,31529.9,2,0,2,0,0
43,4,4,35706.95,4,1,2,0,0
57,5,3,25408.07,3,0,1,0,1
74,3,4,29602.2,4,0,1,0,1
83,4,4,37471.31,2,0,1,0,1
43,4,1,5923.37,4,0,1,0,1
52,3,0,30227.9,5,2,1,0,1
54,3,0,108135.1,4,0,2,0,0
74,4,1,75295.21,6,0,1,0,1
46,3,0,64898.06,3,0,1,0,1
28,4,1,78472.21,6,1,1,0,1
43,4,3,31294.84,4,1,2,0,0
20,4,4,33348.43,3,1,2,1,0
64,5,1,53517.12,5,0,2,0,0
87,2,4,58015.78,2,0,2,0,0
32,3,0,90699.09,2,0,0,1,0
84,5,1,76925.67,4,1,1,0,1
88,6,0,27140.05,5,0,1,0,1
18,4,8,104480.4,3,1,2,0,0
59,3,1,81491.12,3,0,1,0,1
29,3,4,33192.8,3,0,2,0,1
50,5,1,40719.95,4,0,1,1,1
29,4,3,42866.35,3,0,1,1,1
40,5,0,35939.16,4,0,1,0,0
46,1,0,14709.22,2,0,1,0,1
54,3,0,101534.0,3,1,1,0,1
48,4,2,28100.13,3,0,0,0,0
62,2,5,55888.81,2,0,2,1,0
85,3,2,24604.91,3,0,2,1,0
81,3,3,8137.46,4,0,1,0,1
60,4,1,36643.74,4,1,1,1,0
56,3,0,24503.85,3,0,0,0,0
19,4,1,7332.51,2,0,0,0,0
75,4,2,14741.19,4,1,1,1,0
82,3,4,51673.68,3,1,0,0,0
66,5,7,29958.36,5,0,1,0,0
36,3,1,33929.5,2,0,1,0,0
26,4,1,5782.82,2,1,0,1,0
77,5,1,62989.06,5,0,1,0,0
19,4,0,47245.51,2,0,0,1,0
43,3,1,35261.47,4,0,0,0,0
31,3,0,53116.06,3,0,0,0,1
27,4,1,32014.25,4,0,1,0,1
40,4,4,18846.03,4,0,1,1,1
36,5,2,26639.43,3,0,1,0,1
64,4,3,17126.28,4,0,2,0,0
80,3,0,31155.68,3,0,2,1,1
41,4,0,17089.71,4,0,1,0,1
32,3,1,67354.4,5,1,1,0,1
18,5,1,43415.81,3,1,2,0,0
23,3,8,31697.79,3,2,1,0,1
57,5,0,57549.87,5,0,0,0,0
76,1,0,14876.32,3,0,1,1,1
80,2,2,16419.87,4,0,2,0,1
47,3,0,21028.18,3,1,1,1,1
22,3,0,901.21,4,1,1,0,0
74,3,0,71373.4,5,0,2,0,1
30,2,0,90664.75,3,0,1,0,0
33,4,1,23553.75,5,0,0,0,0
67,4,3,25340.62,4,2,1,0,1
70,4,1,38566.88,3,0,1,0,1
84,4,4,55179.21,4,0,1,0,1
39,2,6,39328.19,3,1,0,0,1
53,3,2,27800.88,3,2,0,0,0
74,4,8,20773.28,4,1,0,1,1
73,3,4,62362.09,4,2,1,0,1
42,5,0,34835.04,4,0,0,0,0
64,4,2,23000.55,4,2,2,1,1
55,3,0,13683.98,2,0,0,0,0
48,4,1,20236.81,3,0,0,1,0
24,3,0,40019.17,5,0,0,1,0
62,3,2,28664.45,5,0,1,0,1
74,2,0,22793.73,4,1,0,0,0
54,3,0,20985.69,5,0,2,0,1
62,3,0,10072.69,5,0,1,0,0
62,5,2,20613.16,4,0,1,1,1
18,4,2,56002.38,2,0,0,0,0
42,3,2,24372.17,3,0,2,1,1
67,3,1,59010.69,3,0,1,0,1
51,4,1,46199.89,4,1,2,1,0
23,3,3,17306.82,3,0,2,0,0
52,4,1,8257.65,3,1,0,0,0
63,2,1,45016.56,3,0,1,0,1
61,4,0,50375.2,4,0,1,0,1
88,3,2,111592.0,4,0,1,0,1
54,3,0,37928.26,3,0,0,1,1
27,6,4,40826.44,4,1,2,0,0
49,4,0,25770.44,2,1,1,0,0
46,4,3,49535.29,5,0,1,0,1
35,3,4,14113.73,4,0,1,0,0
58,4,0,63348.18,2,0,1,1,1
30,5,0,17104.77,3,0,1,0,1
67,3,3,23481.88,4,0,2,0,0
35,2,0,20613.38,3,0,2,1,0
79,3,1,142650.5,4,0,0,0,1
87,3,1,17100.24,5,0,2,1,0
55,5,1,31492.57,6,0,1,0,1
54,4,1,12652.67,3,0,2,0,0
72,4,4,19685.04,5,0,1,0,1
81,3,4,65315.4,3,0,1,0,0
63,4,0,42613.78,4,0,0,0,0
28,3,0,8414.55,3,1,2,0,0
18,4,0,4397.39,4,1,1,0,0
73,4,0,27105.8,4,1,1,1,1
76,3,4,20552.64,4,0,0,0,0
20,3,3,12188.82,3,1,2,0,0
61,5,4,24625.37,3,1,1,0,1
61,2,3,7418.73,4,0,1,0,1
85,3,6,25696.67,4,1,1,1,1
48,5,1,26594.83,3,0,0,0,0
82,4,2,24431.39,5,0,0,1,1
24,3,0,67833.88,3,0,0,1,0
59,3,4,39258.2,3,0,1,0,0
55,4,0,51872.86,4,0,1,0,1
54,3,0,41212.98,3,0,1,0,1
82,2,4,38585.6,3,0,0,0,0
42,4,10,20896.26,6,0,1,1,1
41,4,0,60239.95,4,0,2,0,0
34,3,1,47017.43,4,0,0,0,0
34,4,1,11250.31,3,0,0,0,1
81,2,0,70435.61,3,0,1,0,1
53,3,2,12861.54,4,1,0,0,0
88,3,2,40879.22,3,0,1,0,0
23,4,4,44462.77,5,0,1,1,0
67,4,1,31614.26,5,1,1,0,1
21,4,1,40895.64,3,0,0,1,0
68,3,0,20306.89,3,0,1,1,1
44,4,0,61478.9,2,1,1,0,1
47,5,1,81376.2,3,2,2,1,0
58,3,6,46435.57,3,0,2,1,0
75,3,5,40402.71,2,0,1,0,0
26,3,0,11476.29,4,0,0,0,0
30,4,2,9336.09,4,0,1,0,1
53,3,2,28954.2,4,1,0,0,0
29,3,0,32952.41,3,0,2,0,1
88,3,0,71113.67,3,0,2,0,0
42,5,0,46183.09,3,0,1,1,1
51,4,0,90253.73,3,0,1,0,1
68,3,4,57292.08,5,0,2,0,0
46,4,2,42550.92,3,1,1,0,1
89,4,0,38411.45,3,0,1,0,1
30,2,1,51136.82,5,0,1,0,0
56,4,0,17595.76,4,1,1,0,0
31,4,0,31609.92,4,1,0,0,1
81,5,2,61843.65,5,2,1,0,1
48,3,4,5952.44,4,0,1,0,0
41,3,1,54507.42,2,0,1,0,1
87,4,4,62656.2,5,0,0,0,0
61,3,2,41577.62,5,0,2,1,0
76,2,8,27520.03,2,0,1,0,1
82,3,2,24128.19,3,0,1,0,1
65,2,1,40835.59,2,0,0,0,0
40,3,3,21334.55,4,0,1,0,0
33,3,2,27065.94,2,0,1,0,0
55,4,5,47950.33,3,1,1,1,1
29,3,0,36470.53,3,1,0,1,0
82,4,1,36598.52,2,1,1,0,1
56,1,3,20980.42,2,1,1,1,1
76,3,3,6315.61,5,1,2,0,0
80,6,4,6074.44,6,1,1,0,1
74,3,2,36966.64,2,0,0,0,1
18,4,4,18377.18,4,0,2,0,0
63,4,4,128114.3,2,0,1,0,1
30,4,0,21200.76,4,1,2,0,0
23,4,0,47958.56,4,0,1,0,1
81,1,0,30462.45,4,0,1,0,1
76,3,2,20382.46,2,0,1,0,1
29,3,0,41658.22,4,0,1,0,0
88,3,0,35311.08,3,1,1,0,0
18,1,2,9961.23,3,2,2,0,0
82,3,0,43867.04,6,0,2,0,1
88,2,4,6742.39,2,0,0,0,0
63,3,4,39377.62,2,1,2,0,0
43,4,4,77380.28,2,0,0,0,1
86,4,0,40628.46,3,0,1,1,1
23,3,5,29680.81,3,0,1,0,1
18,5,1,35023.76,3,1,2,0,0
21,3,3,14527.8,3,0,1,1,1
45,3,3,38936.96,4,1,1,0,0
20,5,10,30767.83,2,0,1,0,0
59,4,0,27832.64,4,1,2,0,0
54,3,3,44711.74,6,0,1,0,1
67,3,0,7004.93,3,0,1,0,1
63,3,10,18129.29,4,0,1,0,0
46,4,0,6843.81,3,0,2,0,0
32,3,1,49271.78,4,0,2,0,1
38,4,1,52374.17,4,1,2,0,0
20,3,0,39603.42,4,1,1,1,1
25,1,6,138555.9,6,0,1,0,1
71,3,2,20246.17,4,0,1,1,1
41,4,3,18373.26,6,0,1,0,0
64,4,3,35087.57,4,1,2,0,0
56,4,1,31246.25,6,3,1,0,0
84,4,6,4566.8,4,0,1,0,1
55,4,3,77277.55,3,0,1,0,0
21,3,9,33765.05,3,1,1,1,1
77,4,1,15205.14,4,0,2,0,1
38,4,1,32982.82,4,0,0,0,0
40,2,3,13139.33,2,0,1,0,0
58,5,1,48293.12,4,0,1,0,1
56,6,1,83923.73,5,0,1,0,1
55,3,2,10487.07,5,0,1,0,1
45,3,0,25280.79,3,1,2,0,0
22,2,2,58622.05,4,0,0,0,0
20,4,1,28051.07,3,0,0,0,0
50,2,3,70321.71,3,1,1,0,1
63,4,2,16538.08,3,0,2,0,0
34,3,0,27290.36,3,0,1,0,0
83,6,1,60280.07,5,2,1,0,0
62,3,2,21987.29,4,1,1,0,1
60,3,4,23624.9,3,2,1,0,0
18,2,0,46431.14,5,0,2,0,0
19,4,2,58988.72,2,0,2,1,0
